m,hk,branch,hkl,l,fit_l,display_l,qz_marker,projected_qz_marker,marker_source,l_axis_slope,l_axis_intercept,refined_two_theta_deg,refined_phi_deg
0,0,qz,"0,0,2",2.0000000000000004,2.0000000000000004,2.0000000000000004,1.8534469932683144,1.8534469932683144,active_lattice,1.0790705141630499,1.7190476557601306e-15,24.9501304339096,-0.25
0,0,qz,"0,0,3",3.0,3.0,3.0,2.7801704899024715,2.7801704899024715,active_lattice,1.0790705141630499,1.7190476557601306e-15,24.9501304339096,-0.25
