intrinsic_L,S_normalized_to_ordered_peak
3.0319047619047614,0.80592553316297555
3.0399999999999996,0.70910385102451701
3.0480952380952377,0.60313348855587168
3.0561904761904759,0.49401912550207244
3.0642857142857141,0.38755107609784767
3.0723809523809522,0.28887298180816279
3.0804761904761904,0.20212583684586991
3.0885714285714281,0.13019820838876003
3.0966666666666662,0.074601027001816769
3.1047619047619044,0.035472300762706077
3.1128571428571425,0.011703974709418235
3.1209523809523807,0.0011713198748145356
3.1290476190476189,0.0010359197887326991
3.137142857142857,0.0080874418941558716
3.1452380952380947,0.019087445028927529
3.1533333333333329,0.031080536616876053
3.161428571428571,0.041643861952330975
3.1695238095238092,0.049054400889516583
3.1776190476190473,0.052363793959393133
3.1857142857142855,0.051381193574846148
3.1938095238095237,0.046574699658003003
3.2019047619047614,0.038910189159111631
3.2099999999999995,0.029651938726923038
3.2180952380952377,0.020151868605511963
3.2261904761904758,0.01165339487510734
3.234285714285714,0.0051320471046519649
3.2423809523809521,0.0011888107532168767
3.2504761904761903,4.4624457804897192e-06
3.2585714285714285,0.0013549931610521769
3.2666666666666662,0.0046805803993024333
3.2747619047619043,0.0091943812525559811
3.2828571428571425,0.014013358212197426
3.2909523809523806,0.018291806084588687
3.2990476190476188,0.021339276573021138
3.3071428571428569,0.022707926144201345
3.3152380952380951,0.022239393337200337
3.3233333333333328,0.020067396241426266
3.331428571428571,0.01657848675661272
3.3395238095238091,0.012338978898855262
3.3476190476190473,0.0080002791026886708
3.3557142857142854,0.0041971909094102354
3.3638095238095236,0.0014540138356754807
3.3719047619047617,0.00011146222111371463
3.3799999999999994,0.00028391961518535095
3.3880952380952376,0.0018518608580214172
3.3961904761904758,0.0044890997091870475
3.4042857142857139,0.0077195812078418007
3.4123809523809521,0.010994407322230802
3.4204761904761902,0.013777191368567018
3.4285714285714284,0.015624999999999979
3.4366666666666661,0.016253131340010555
3.4447619047619042,0.015574611276048197
3.4528571428571424,0.013709161416922615
3.4609523809523806,0.01096093279568962
3.4690476190476187,0.0077688573932144511
3.4771428571428569,0.0046374012163002071
3.485238095238095,0.0020582605518462221
3.4933333333333332,0.00043475028245085537
3.5014285714285709,2.0133801839280058e-05
3.509523809523809,0.00087902269167644412
3.5176190476190472,0.0028775427349441453
3.5257142857142854,0.0057037157256799942
3.5338095238095235,0.0089150521427057497
3.5419047619047617,0.012006325177063062
3.5499999999999998,0.014487479117612763
