normal_tilt_alpha_deg,normal_azimuth_psi_deg,orientation_mass
3.7141384114204423,112.5,0.009490807681563334
3.7141384114204423,123.74999999999999,0.009490807681563334
3.7141384114204423,135,0.009490807681563334
3.7141384114204423,146.25,0.009490807681563334
3.7141384114204423,157.5,0.009490807681563334
3.7141384114204423,168.75,0.009490807681563334
3.7141384114204423,180,0.009490807681563334
3.7141384114204423,191.25,0.009490807681563334
3.7141384114204423,202.5,0.009490807681563334
3.7141384114204423,213.75,0.009490807681563334
3.7141384114204423,225,0.009490807681563334
3.7141384114204423,236.25,0.009490807681563334
3.7141384114204423,247.49999999999997,0.009490807681563334
3.7141384114204423,258.75,0.009490807681563334
3.7141384114204423,270,0.009490807681563334
3.7141384114204423,281.25,0.009490807681563334
3.7141384114204423,292.5,0.009490807681563334
3.7141384114204423,303.75,0.009490807681563334
3.7141384114204423,315,0.009490807681563334
3.7141384114204423,326.25,0.009490807681563334
3.7141384114204423,337.5,0.009490807681563334
3.7141384114204423,348.75,0.009490807681563334
5.6895165090163795,0,0.0064216322990543048
5.6895165090163795,11.25,0.0064216322990543048
5.6895165090163795,22.5,0.0064216322990543048
5.6895165090163795,33.75,0.0064216322990543048
5.6895165090163795,45,0.0064216322990543048
5.6895165090163795,56.25,0.0064216322990543048
5.6895165090163795,67.5,0.0064216322990543048
5.6895165090163795,78.75,0.0064216322990543048
5.6895165090163795,90,0.0064216322990543048
5.6895165090163795,101.25,0.0064216322990543048
5.6895165090163795,112.5,0.0064216322990543048
5.6895165090163795,123.74999999999999,0.0064216322990543048
5.6895165090163795,135,0.0064216322990543048
5.6895165090163795,146.25,0.0064216322990543048
5.6895165090163795,157.5,0.0064216322990543048
5.6895165090163795,168.75,0.0064216322990543048
5.6895165090163795,180,0.0064216322990543048
5.6895165090163795,191.25,0.0064216322990543048
5.6895165090163795,202.5,0.0064216322990543048
5.6895165090163795,213.75,0.0064216322990543048
5.6895165090163795,225,0.0064216322990543048
5.6895165090163795,236.25,0.0064216322990543048
5.6895165090163795,247.49999999999997,0.0064216322990543048
5.6895165090163795,258.75,0.0064216322990543048
5.6895165090163795,270,0.0064216322990543048
5.6895165090163795,281.25,0.0064216322990543048
5.6895165090163795,292.5,0.0064216322990543048
5.6895165090163795,303.75,0.0064216322990543048
5.6895165090163795,315,0.0064216322990543048
5.6895165090163795,326.25,0.0064216322990543048
5.6895165090163795,337.5,0.0064216322990543048
5.6895165090163795,348.75,0.0064216322990543048
7.872899323396779,0,0.0025720061802854098
7.872899323396779,11.25,0.0025720061802854098
7.872899323396779,22.5,0.0025720061802854098
7.872899323396779,33.75,0.0025720061802854098
7.872899323396779,45,0.0025720061802854098
7.872899323396779,56.25,0.0025720061802854098
7.872899323396779,67.5,0.0025720061802854098
7.872899323396779,78.75,0.0025720061802854098
7.872899323396779,90,0.0025720061802854098
7.872899323396779,101.25,0.0025720061802854098
7.872899323396779,112.5,0.0025720061802854098
7.872899323396779,123.74999999999999,0.0025720061802854098
7.872899323396779,135,0.0025720061802854098
7.872899323396779,146.25,0.0025720061802854098
7.872899323396779,157.5,0.0025720061802854098
7.872899323396779,168.75,0.0025720061802854098
7.872899323396779,180,0.0025720061802854098
7.872899323396779,191.25,0.0025720061802854098
7.872899323396779,202.5,0.0025720061802854098
7.872899323396779,213.75,0.0025720061802854098
7.872899323396779,225,0.0025720061802854098
7.872899323396779,236.25,0.0025720061802854098
7.872899323396779,247.49999999999997,0.0025720061802854098
7.872899323396779,258.75,0.0025720061802854098
7.872899323396779,270,0.0025720061802854098
7.872899323396779,281.25,0.0025720061802854098
7.872899323396779,292.5,0.0025720061802854098
