sample_name,tilt_deg,theta_initial_deg_used_for_q,qz_map_source,qr_integration_source,solid_angle_corrected,m,qr,qr_original,qr_fit_count,qr_fit_sample_count,qr_fit_method,branch,phi_window,delta_qr,qz_bin,qz_min,qz_max,qz_center,pixel_count,acceptance_sum,acceptance_source,background_sum_raw,background_sum,fit_sum,background_mean_raw,background_mean,fit_mean,background_weighted_sum_raw,background_weighted_sum,fit_weighted_sum,background_density_raw,qr_sideband_background_density,qr_sideband_pixel_count,qr_sideband_inner_delta_qr,qr_sideband_outer_delta_qr,qr_sideband_percentile,qr_transverse_background_subtracted,background_density,fit_density,two_theta_min,two_theta_max,two_theta_mean,smoothed_background_density
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,11,0.9814908276743186,1.0025053215647375,0.991998074619528,287,287.0,pixel_count,43560.91820297505,43560.91820297505,28036.21318244934,151.78020279782248,151.78020279782248,97.68715394581652,43560.91820297505,43560.91820297505,28036.21318244934,151.78020279782248,,0,,,,False,151.78020279782248,97.68715394581652,25.366098403930664,28.701459884643555,27.034656194232788,151.74906588681625
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,12,1.0025053215647375,1.0235198154551566,1.013012568509947,285,285.0,pixel_count,41788.7657692011,41788.7657692011,26021.259159088135,146.6272483129863,146.6272483129863,91.30266371609872,41788.7657692011,41788.7657692011,26021.259159088135,146.6272483129863,,0,,,,False,146.6272483129863,91.30266371609872,25.593305587768555,28.850990295410156,27.224780321348263,148.5895810058256
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,13,1.0235198154551566,1.0445343093455757,1.0340270624003662,288,288.0,pixel_count,42316.96104923206,42316.96104923206,24478.31587600708,146.93389253205575,146.93389253205575,84.99415234724681,42316.96104923206,42316.96104923206,24478.31587600708,146.93389253205575,,0,,,,False,146.93389253205575,84.99415234724681,25.735483169555664,29.052499771118164,27.396975736566283,147.6639013343546
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,14,1.0445343093455757,1.0655488032359945,1.055041556290785,289,289.0,pixel_count,42871.42744620038,42871.42744620038,22979.992040634155,148.3440396062297,148.3440396062297,79.51554339319777,42871.42744620038,42871.42744620038,22979.992040634155,148.3440396062297,,0,,,,False,148.3440396062297,79.51554339319777,25.915294647216797,29.175010681152344,27.577956522235088,148.3663256915131
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,15,1.0655488032359945,1.0865632971264136,1.076056050181204,294,294.0,pixel_count,44003.3202696195,44003.3202696195,21579.500247955322,149.67115737965815,149.67115737965815,73.39966070733102,44003.3202696195,44003.3202696195,21579.500247955322,149.67115737965815,,0,,,,False,149.67115737965815,73.39966070733102,26.146888732910156,29.378952026367188,27.772064951664987,149.4974603235923
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,16,1.0865632971264136,1.1075777910168327,1.0970705440716233,296,296.0,pixel_count,44447.22713828082,44447.22713828082,20336.27018737793,150.1595511428406,150.1595511428406,68.70361549789841,44447.22713828082,44447.22713828082,20336.27018737793,150.1595511428406,,0,,,,False,150.1595511428406,68.70361549789841,26.33051300048828,29.535436630249023,27.941123420157474,150.73097539339145
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,17,1.1075777910168327,1.1285922849072516,1.1180850379620422,295,295.0,pixel_count,45109.163057898084,45109.163057898084,19283.496898651123,152.91241714541724,152.91241714541724,65.36778609712245,45109.163057898084,45109.163057898084,19283.496898651123,152.91241714541724,,0,,,,False,152.91241714541724,65.36778609712245,26.564647674560547,29.741865158081055,28.162208942064343,151.5244070466958
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,18,1.1285922849072516,1.1496067787976707,1.139099531852461,298,298.0,pixel_count,45687.74024991137,45687.74024991137,18224.55838394165,153.314564597018,153.314564597018,61.15623618772366,45687.74024991137,45687.74024991137,18224.55838394165,153.314564597018,,0,,,,False,153.314564597018,61.15623618772366,26.71415901184082,29.90162467956543,28.337376446492605,149.3839872435815
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,19,1.1496067787976707,1.1706212726880898,1.1601140257428804,302,302.0,pixel_count,43169.321145077076,43169.321145077076,17556.48032951355,142.94477200356647,142.94477200356647,58.13404082620381,43169.321145077076,43169.321145077076,17556.48032951355,142.94477200356647,,0,,,,False,142.94477200356647,58.13404082620381,26.902740478515625,30.11026382446289,28.53583101072953,143.0134770595188
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,20,1.1706212726880898,1.191635766578509,1.1811285196332992,303,303.0,pixel_count,40763.560534010634,40763.560534010634,16933.902465820312,134.53320308254334,134.53320308254334,55.88746688389542,40763.560534010634,40763.560534010634,16933.902465820312,134.53320308254334,,0,,,,False,134.53320308254334,55.88746688389542,27.140071868896484,30.352338790893555,28.72808964830583,135.0884762451678
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,21,1.191635766578509,1.212650260468928,1.2021430135237186,308,308.0,pixel_count,38952.30138349882,38952.30138349882,16515.733856201172,126.46851098538579,126.46851098538579,53.622512520133675,38952.30138349882,38952.30138349882,16515.733856201172,126.46851098538579,,0,,,,False,126.46851098538579,53.622512520133675,27.331628799438477,30.516599655151367,28.944813158715508,128.53320185252701
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,22,1.212650260468928,1.233664754359347,1.2231575074141374,306,306.0,pixel_count,37961.45513399811,37961.45513399811,16012.804471969604,124.05704292156246,124.05704292156246,52.32942637898564,37961.45513399811,37961.45513399811,16012.804471969604,124.05704292156246,,0,,,,False,124.05704292156246,52.32942637898564,27.570707321166992,30.728055953979492,29.138911904416233,124.26871191302016
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,23,1.233664754359347,1.2546792482497662,1.2441720013045567,313,313.0,pixel_count,37985.114329454686,37985.114329454686,15923.380262374878,121.35819274586161,121.35819274586161,50.87341936860983,37985.114329454686,37985.114329454686,15923.380262374878,121.35819274586161,,0,,,,False,121.35819274586161,50.87341936860983,27.764917373657227,30.894912719726562,29.338277539250225,121.14823826898126
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,24,1.2546792482497662,1.275693742140185,1.2651864951949756,311,311.0,pixel_count,36671.847062372704,36671.847062372704,15661.163223266602,117.91590695296689,117.91590695296689,50.35743801693441,36671.847062372704,36671.847062372704,15661.163223266602,117.91590695296689,,0,,,,False,117.91590695296689,50.35743801693441,28.00544548034668,31.107925415039062,29.553075818526793,118.18424717082408
PbI2,4.0,4.0,detector_qspace_per_pixel,detector_qr_band_per_qz_bin_fast,False,1,1.5806530407269872,1.5806530407269872,0,2,saved_q_group_rows_insufficient_detector_rotation_anchors,-,-,0.13,25,1.275693742140185,1.2967082360306041,1.2862009890853945,316,316.0,pixel_count,36419.82434337062,36419.82434337062,15629.387510299683,115.2526086815526,115.2526086815526,49.460087057910386,36419.82434337062,36419.82434337062,15629.387510299683,115.2526086815526,,0,,,,False,115.2526086815526,49.460087057910386,28.202007293701172,31.277135848999023,29.75305807851044,115.42547438517556
