sample_name,tilt_deg,background_index,peak_label,h,k,l,branch,q_group_key,q_group_m,q_group_qr,success,accepted_in_figure,quality_reason,profile_nrmse,profile_r2,message,phi_center_offset_deg,phi_center_offset_deg_stderr,gaussian_height_percent,gaussian_height_percent_stderr,lorentzian_height_percent,lorentzian_height_percent_stderr,gaussian_fwhm_phi_deg,gaussian_fwhm_phi_deg_stderr,lorentzian_fwhm_phi_deg,lorentzian_fwhm_phi_deg_stderr,fit_cost
PbI2,4.0,0,"-1,1,1",-1,1,1,+,"['q_group', 'disordered_phase', 1, 1]",,,True,True,ok,0.11434005993360007,0.9143817026232524,projected_2d_peak_model_plus_shared_linear_baseline_no_background_subtraction,0.08025518809876075,,100.0,,0.0,,5.298345101319636,,4.5,,
PbI2,4.0,0,"-1,1,1",-1,1,1,-,"['q_group', 'disordered_phase', 1, 1]",,,True,True,ok,0.0892283344856159,0.9318481947069577,projected_2d_peak_model_plus_shared_linear_baseline_no_background_subtraction,0.1577361799864434,,100.0,,0.0,,6.4757551238351105,,5.5,,
PbI2,4.0,0,"-1,0,1",-1,0,1,-,"['q_group', 'primary', 1, 1]",,,True,True,ok,0.04632252215839508,0.9748325741616115,projected_2d_peak_model_plus_shared_linear_baseline_no_background_subtraction,0.23864921438300257,,100.0,,0.0,,4.120935078804162,,3.5,,
PbI2,4.0,0,"-1,0,1",-1,0,1,+,"['q_group', 'primary', 1, 1]",,,True,True,ok,0.03438415894719922,0.9876203548116718,projected_2d_peak_model_plus_shared_linear_baseline_no_background_subtraction,0.1256152017382135,,100.0,,0.0,,4.709640090061899,,4.0,,
PbI2,4.0,0,"-1,0,5",-1,0,5,-,"['q_group', 'disordered_phase', 1, 5]",,,True,True,ok,0.051442530050855716,0.9578480020809443,projected_2d_peak_model_plus_shared_linear_baseline_no_background_subtraction,-0.19671667688206185,,100.0,,0.0,,6.4757551238351105,,5.5,,
PbI2,4.0,0,"-1,0,5",-1,0,5,+,"['q_group', 'disordered_phase', 1, 5]",,,True,True,ok,0.04032155310726127,0.9799444279391711,projected_2d_peak_model_plus_shared_linear_baseline_no_background_subtraction,-0.17326379113748658,,100.0,,0.0,,6.4757551238351105,,5.5,,
