L,parratt_trace,kinematic_trace
8.840510366826151989e-01,8.059040618092603745e-04,7.898433820141082060e-04
8.856459330143536812e-01,7.999187601675666372e-04,7.898433820141082060e-04
8.872408293460920525e-01,7.939779102632922234e-04,7.824248277607280056e-04
8.888357256778305349e-01,7.880811819615403911e-04,7.824248277607280056e-04
8.904306220095689062e-01,7.822282475792588985e-04,7.677960997166025483e-04
8.920255183413073885e-01,7.764187818670427541e-04,7.605846231745612375e-04
8.936204146730458708e-01,7.706524619910541706e-04,7.534408799720556955e-04
8.952153110047842421e-01,7.649289675150784760e-04,7.463642339279568782e-04
8.968102073365227245e-01,7.592479803827268271e-04,7.463642339279568782e-04
8.984051036682610958e-01,7.536091848997573169e-04,7.324097184108022563e-04
8.999999999999995781e-01,7.480122677165246693e-04,7.324097184108022563e-04
9.015948963317379494e-01,7.424569178105806366e-04,7.187161056733717404e-04
9.031897926634764318e-01,7.369428264693828187e-04,7.187161056733717404e-04
9.047846889952149141e-01,7.314696872731359708e-04,7.052785177060788991e-04
9.063795853269532854e-01,7.260371960777741492e-04,7.052785177060788991e-04
9.079744816586917677e-01,7.206450509980479166e-04,6.986542336182587944e-04
9.095693779904301390e-01,7.152929523907584561e-04,6.920921677018057301e-04
9.111642743221686214e-01,7.099806028381020579e-04,6.855917355764603541e-04
9.127591706539071037e-01,7.047077071311382045e-04,6.791523583507204408e-04
9.143540669856454750e-01,6.994739722533932893e-04,6.727734625702833917e-04
9.159489633173839573e-01,6.942791073645740571e-04,6.664544801669808555e-04
9.175438596491223286e-01,6.891228237843983551e-04,6.601948484081890953e-04
9.191387559808608110e-01,6.840048349765672636e-04,6.601948484081890953e-04
9.207336523125992933e-01,6.789248565328281915e-04,6.539940098467148877e-04
9.223285486443376646e-01,6.738826061571804357e-04,5.518274227395203240e-04
9.239234449760761470e-01,6.688778036501841738e-04,5.518274227395203240e-04
9.255183413078145183e-01,6.639101708933852495e-04,5.466444184030695621e-04
9.271132376395530006e-01,6.589794318338681100e-04,5.466444184030695621e-04
9.287081339712914829e-01,6.540853124689117440e-04,5.466444184030695621e-04
9.303030303030298542e-01,6.492275408307597844e-04,5.466444184030695621e-04
9.318979266347683366e-01,6.444058469715123688e-04,5.415100951086342226e-04
9.334928229665067079e-01,6.396199629481253346e-04,5.415100951086342226e-04
9.350877192982451902e-01,6.348696228075136061e-04,5.784889690095886558e-04
9.366826156299835615e-01,6.301545625717821933e-04,5.784889690095886558e-04
9.382775119617220438e-01,6.254745202235462024e-04,5.784889690095886558e-04
9.398724082934605262e-01,6.208292356913797582e-04,5.784889690095886558e-04
9.414673046251988975e-01,6.162184508353597953e-04,5.784889690095886558e-04
9.430622009569373798e-01,6.116419094327172918e-04,5.784889690095886558e-04
9.446570972886757511e-01,6.070993571636063577e-04,5.730555477778552422e-04
9.462519936204142335e-01,6.025905415969688402e-04,5.676731596130651534e-04
9.478468899521527158e-01,5.981152121764997604e-04,5.676731596130651534e-04
9.494417862838910871e-01,5.936731202067359152e-04,5.623413251903490971e-04
9.510366826156295694e-01,5.892640188392287218e-04,5.570595696868665221e-04
9.526315789473679407e-01,5.848876630588241811e-04,5.518274227395203240e-04
9.542264752791064231e-01,5.805438096700557072e-04,5.466444184030695621e-04
9.558213716108449054e-01,5.762322172836202225e-04,5.415100951086342226e-04
9.574162679425832767e-01,5.719526463029719985e-04,5.364239956225906212e-04
9.590111642743217590e-01,5.677048589110050749e-04,5.364239956225906212e-04
9.606060606060601303e-01,5.634886190568341247e-04,5.313856670058546240e-04
9.622009569377986127e-01,5.593036924426841730e-04,5.263946605735426044e-04
9.637958532695370950e-01,5.551498465108655345e-04,5.165528405542972644e-04
9.653907496012754663e-01,5.510268504308495812e-04,5.165528405542972644e-04
9.669856459330139486e-01,5.469344750864471843e-04,5.117011505108637944e-04
9.685805422647523200e-01,5.428724930630724832e-04,5.117011505108637944e-04
9.701754385964908023e-01,5.388406786351031480e-04,5.068950296608012041e-04
9.717703349282292846e-01,5.348388077533438581e-04,5.021340499983290451e-04
9.733652312599676559e-01,5.308666580325670844e-04,4.974177875376839357e-04
9.749601275917061383e-01,5.269240087391631596e-04,4.927458222753616779e-04
9.765550239234445096e-01,5.230106407788700368e-04,4.927458222753616779e-04
9.781499202551829919e-01,5.191263366845963977e-04,4.881177381527160232e-04
9.797448165869213632e-01,5.152708806043402798e-04,4.881177381527160232e-04
9.813397129186598455e-01,5.114440582891946561e-04,4.526241319388085065e-04
9.829346092503983279e-01,5.076456570814362815e-04,4.157693389815754178e-04
9.845295055821366992e-01,5.038754659027159123e-04,4.079958425724005485e-04
9.861244019138751815e-01,5.001332752423201912e-04,4.041637673000108275e-04
9.877192982456135528e-01,4.964188771455367490e-04,4.041637673000108275e-04
9.893141945773520352e-01,4.927320652020945489e-04,4.041637673000108275e-04
9.909090909090905175e-01,4.890726345346908593e-04,4.003676845534289135e-04
9.925039872408288888e-01,4.854403817876118475e-04,4.003676845534289135e-04
9.940988835725673711e-01,4.818351051154300970e-04,4.003676845534289135e-04
9.956937799043057424e-01,4.782566041717825189e-04,4.317634761906156862e-04
9.972886762360442248e-01,4.747046800982471421e-04,4.317634761906156862e-04
9.988835725677827071e-01,4.711791355132826796e-04,4.317634761906156862e-04
1.000478468899521189e+00,4.676797745012671354e-04,4.317634761906156862e-04
1.002073365231259450e+00,4.642064026016080782e-04,4.317634761906156862e-04
1.003668261562997932e+00,4.607588267979331460e-04,4.277081649153850100e-04
1.005263157894736414e+00,4.573368555073702678e-04,4.277081649153850100e-04
1.006858054226474897e+00,4.539402985698979794e-04,4.236909428960685732e-04
1.008452950558213379e+00,4.505689672377758076e-04,4.236909428960685732e-04
1.010047846889951639e+00,4.472226741650611737e-04,4.157693389815754178e-04
1.011642743221690122e+00,4.439012333971942758e-04,4.118642516334209270e-04
1.013237639553428604e+00,4.406044603606641794e-04,4.118642516334209270e-04
1.014832535885167086e+00,4.373321718527568716e-04,4.079958425724005485e-04
1.016427432216905569e+00,4.340841860313675565e-04,4.079958425724005485e-04
1.018022328548643829e+00,4.308603224049022324e-04,4.003676845534289135e-04
1.019617224880382311e+00,4.276604018222447028e-04,3.966072562751215050e-04
1.021212121212120794e+00,4.244842464627986665e-04,3.966072562751215050e-04
1.022807017543859276e+00,4.213316798266115038e-04,3.928821475827393747e-04
1.024401913875597758e+00,4.182025267245635474e-04,3.928821475827393747e-04
1.025996810207336019e+00,4.150966132686290198e-04,3.891920267392947621e-04
1.027591706539074501e+00,4.120137668622202371e-04,3.855365651236181113e-04
1.029186602870812983e+00,4.089538161905923656e-04,3.855365651236181113e-04
1.030781499202551466e+00,4.059165912113211995e-04,3.783283204946728882e-04
1.032376395534289726e+00,4.029019231448598679e-04,3.747748955561452737e-04
1.033971291866028208e+00,3.999096444651528432e-04,3.747748955561452737e-04
1.035566188197766690e+00,3.969395888903322930e-04,3.747748955561452737e-04
1.037161084529505173e+00,3.939915913734754740e-04,3.712548459377026521e-04
1.038755980861243655e+00,3.910654880934302129e-04,3.677678581637518836e-04
1.040350877192981915e+00,3.881611164457166615e-04,3.192260768518036034e-04
1.041945773524720398e+00,3.852783150334887908e-04,3.192260768518036034e-04
1.043540669856458880e+00,3.824169236585618593e-04,3.162277660168379394e-04
1.045135566188197362e+00,3.795767833125172929e-04,3.132576166276781170e-04
1.046730462519935845e+00,3.767577361678623176e-04,3.074007466526898079e-04
1.048325358851674105e+00,3.739596255692577875e-04,3.016533805623096182e-04
1.049920255183412587e+00,3.711822960248180054e-04,3.016533805623096182e-04
1.051515151515151070e+00,3.684255931974640469e-04,3.016533805623096182e-04
1.053110047846889552e+00,3.656893638963524379e-04,3.016533805623096182e-04
1.054704944178628034e+00,3.629734560683598311e-04,3.016533805623096182e-04
1.056299840510366295e+00,3.602777187896318662e-04,3.315063130192369076e-04
1.057894736842104777e+00,3.576020022571989808e-04,3.315063130192369076e-04
1.059489633173843259e+00,3.549461577806519059e-04,3.315063130192369076e-04
1.061084529505581742e+00,3.523100377738751666e-04,3.315063130192369076e-04
1.062679425837320224e+00,3.496934957468506217e-04,3.315063130192369076e-04
1.064274322169058484e+00,3.470963862975144014e-04,3.283926608389777196e-04
1.065869218500796967e+00,3.445185651036751550e-04,3.253082534408508896e-04
1.067464114832535449e+00,3.419598889149987075e-04,3.222528161450805310e-04
1.069059011164273931e+00,3.394202155450419924e-04,3.192260768518036034e-04
1.070653907496012414e+00,3.368994038633567529e-04,3.192260768518036034e-04
1.072248803827750674e+00,3.343973137876450684e-04,3.162277660168379394e-04
1.073843700159489156e+00,3.319138062759712589e-04,3.132576166276781170e-04
1.075438596491227639e+00,3.294487433190425286e-04,3.132576166276781170e-04
1.077033492822966121e+00,3.270019879325327056e-04,3.132576166276781170e-04
1.078628389154704603e+00,3.245734041494751005e-04,3.074007466526898079e-04
1.080223285486442864e+00,3.221628570127039906e-04,3.074007466526898079e-04
1.081818181818181346e+00,3.197702125673564945e-04,3.045135044873413500e-04
1.083413078149919828e+00,3.173953378534260009e-04,3.016533805623096182e-04
1.085007974481658310e+00,3.150381008983780466e-04,3.016533805623096182e-04
1.086602870813396793e+00,3.126983707098113523e-04,2.960134710000499156e-04
1.088197767145135053e+00,3.103760172681834222e-04,2.960134710000499156e-04
1.089792663476873535e+00,3.080709115195821683e-04,2.960134710000499156e-04
1.091387559808612018e+00,3.057829253685542380e-04,2.904790088881426175e-04
1.092982456140350500e+00,3.035119316709898834e-04,2.904790088881426175e-04
1.094577352472088982e+00,3.012578042270529330e-04,2.904790088881426175e-04
1.096172248803827243e+00,2.990204177741720209e-04,2.877507030797053778e-04
1.097767145135565725e+00,2.967996479800780033e-04,2.850480227118562526e-04
1.099362041467304207e+00,2.945953714358927117e-04,2.719106571718785917e-04
1.100956937799042690e+00,2.924074656492751142e-04,2.451005367346472275e-04
1.102551834130781172e+00,2.902358090376124726e-04,2.405179762532499944e-04
1.104146730462519432e+00,2.880802809212610997e-04,2.405179762532499944e-04
1.105741626794257915e+00,2.859407615168457198e-04,2.405179762532499944e-04
1.107336523125996397e+00,2.838171319305997559e-04,2.360210943299064304e-04
1.108931419457734879e+00,2.817092741517571728e-04,2.360210943299064304e-04
1.110526315789473140e+00,2.796170710459984737e-04,2.360210943299064304e-04
1.112121212121211622e+00,2.775404063489370857e-04,2.360210943299064304e-04
1.113716108452950104e+00,2.754791646596623390e-04,2.360210943299064304e-04
1.115311004784688587e+00,2.734332314343249472e-04,2.569425710948242841e-04
1.116905901116427069e+00,2.714024929797701933e-04,2.593787698656703955e-04
1.118500797448165329e+00,2.693868364472231563e-04,2.593787698656703955e-04
1.120095693779903812e+00,2.673861498260163305e-04,2.593787698656703955e-04
1.121690590111642294e+00,2.654003219373624566e-04,2.593787698656703955e-04
1.123285486443380776e+00,2.634292424281811824e-04,2.545292541676010033e-04
1.124880382775119259e+00,2.614728017649639970e-04,2.545292541676010033e-04
1.126475279106857519e+00,2.595308912276860012e-04,2.545292541676010033e-04
1.128070175438596001e+00,2.576034029037681489e-04,2.497704081975053269e-04
1.129665071770334484e+00,2.556902296820761874e-04,2.497704081975053269e-04
1.131259968102072966e+00,2.537912652469722372e-04,2.497704081975053269e-04
1.132854864433811448e+00,2.519064040724051305e-04,2.451005367346472275e-04
1.134449760765549708e+00,2.500355414160449321e-04,2.451005367346472275e-04
1.136044657097288191e+00,2.481785733134646765e-04,2.451005367346472275e-04
1.137639553429026673e+00,2.463353965723628718e-04,2.405179762532499944e-04
1.139234449760765155e+00,2.445059087668264978e-04,2.405179762532499944e-04
1.140829346092503638e+00,2.426900082316426309e-04,2.405179762532499944e-04
1.142424242424241898e+00,2.408875940566470404e-04,2.382589262993237112e-04
1.144019138755980380e+00,2.390985660811154750e-04,2.360210943299064304e-04
1.145614035087718863e+00,2.373228248882008385e-04,2.360210943299064304e-04
1.147208931419457345e+00,2.355602717994048428e-04,2.338042810564145780e-04
1.148803827751195827e+00,2.338108088690977993e-04,2.316082890620693203e-04
1.150398724082934088e+00,2.320743388790743526e-04,2.316082890620693203e-04
1.151993620414672570e+00,2.303507653331489217e-04,2.294329227843167681e-04
1.153588516746411052e+00,2.286399924517974378e-04,2.272779884974119756e-04
1.155183413078149535e+00,2.269419251668326103e-04,2.272779884974119756e-04
1.156778309409888017e+00,2.252564691161196612e-04,2.251432942951668722e-04
1.158373205741626277e+00,2.235835306383355354e-04,2.168031429409507469e-04
1.159968102073364760e+00,2.219230167677626437e-04,1.954265686136598282e-04
1.161562998405103242e+00,2.202748352291213107e-04,1.954265686136598282e-04
1.163157894736841724e+00,2.186388944324452936e-04,1.935910368679669147e-04
1.164752791068580207e+00,2.170151034679884173e-04,1.917727452386683220e-04
1.166347687400318467e+00,2.154033721011760409e-04,1.917727452386683220e-04
1.167942583732056949e+00,2.138036107675885900e-04,1.881872361433079845e-04
1.169537480063795432e+00,2.122157305679842282e-04,1.881872361433079845e-04
1.171132376395533914e+00,2.106396432633610757e-04,1.881872361433079845e-04
1.172727272727272396e+00,2.090752612700504077e-04,1.881872361433079845e-04
1.174322169059010657e+00,2.075224976548526259e-04,1.881872361433079845e-04
1.175917065390749139e+00,2.059812661302046167e-04,2.048686048133601517e-04
1.177511961722487621e+00,2.044514810493855720e-04,2.048686048133601517e-04
1.179106858054226104e+00,2.029330574017559593e-04,2.048686048133601517e-04
1.180701754385964586e+00,2.014259108080364985e-04,2.048686048133601517e-04
1.182296650717702846e+00,1.999299575156151122e-04,2.048686048133601517e-04
1.183891547049441328e+00,1.984451143938968361e-04,2.029443893369366734e-04
1.185486443381179811e+00,1.969712989296821637e-04,2.010382469332665136e-04
1.187081339712918293e+00,1.955084292225808167e-04,2.010382469332665136e-04
1.188676236044656553e+00,1.940564239804632731e-04,1.991500078521517790e-04
1.190271132376395036e+00,1.926152025149401048e-04,1.972795039377619553e-04
1.191866028708133518e+00,1.911846847368810242e-04,1.972795039377619553e-04
1.193460925039872000e+00,1.897647911519630148e-04,1.954265686136598282e-04
1.195055821371610483e+00,1.883554428562515294e-04,1.935910368679669147e-04
1.196650717703348743e+00,1.869565615318183891e-04,1.935910368679669147e-04
1.198245614035087225e+00,1.855680694423884132e-04,1.935910368679669147e-04
1.199840510366825708e+00,1.841898894290177084e-04,1.917727452386683220e-04
1.201435406698564190e+00,1.828219449058095518e-04,1.899715317990559240e-04
1.203030303030302672e+00,1.814641598556563230e-04,1.899715317990559240e-04
1.204625199362040933e+00,1.801164588260143948e-04,1.864196993722043330e-04
1.206220095693779415e+00,1.787787669247139089e-04,1.864196993722043330e-04
1.207814992025517897e+00,1.774510098157938947e-04,1.864196993722043330e-04
1.209409888357256380e+00,1.761331137153740066e-04,1.864196993722043330e-04
1.211004784688994862e+00,1.748250053875532583e-04,1.829342743352860084e-04
1.212599681020733122e+00,1.735266121403393588e-04,1.829342743352860084e-04
1.214194577352471605e+00,1.722378618216107099e-04,1.829342743352860084e-04
1.215789473684210087e+00,1.709586828151067009e-04,1.795140150921594585e-04
1.217384370015948569e+00,1.696890040364464102e-04,1.795140150921594585e-04
1.218979266347687052e+00,1.684287549291806183e-04,1.587887288719587854e-04
1.220574162679425312e+00,1.671778654608698693e-04,1.572973157300799202e-04
1.222169059011163794e+00,1.659362661191917786e-04,1.558199105922674623e-04
1.223763955342902277e+00,1.647038879080805953e-04,1.558199105922674623e-04
1.225358851674640759e+00,1.634806623438903462e-04,1.529065992874128967e-04
1.226953748006379241e+00,1.622665214515915091e-04,1.529065992874128967e-04
1.228548644338117501e+00,1.610613977609928662e-04,1.529065992874128967e-04
1.230143540669855984e+00,1.598652243029904084e-04,1.514704336774397558e-04
1.231738437001594466e+00,1.586779346058488202e-04,1.514704336774397558e-04
1.233333333333332948e+00,1.574994626915060579e-04,1.514704336774397558e-04
1.234928229665071431e+00,1.563297430719060629e-04,1.514704336774397558e-04
1.236523125996809691e+00,1.551687107453615341e-04,1.648971367768035370e-04
1.238118022328548173e+00,1.540163011929407161e-04,1.633483507981373193e-04
1.239712918660286656e+00,1.528724503748812651e-04,1.633483507981373193e-04
1.241307814992025138e+00,1.517370947270336046e-04,1.633483507981373193e-04
1.242902711323763620e+00,1.506101711573261826e-04,1.633483507981373193e-04
1.244497607655501881e+00,1.494916170422617909e-04,1.633483507981373193e-04
1.246092503987240363e+00,1.483813702234360022e-04,1.633483507981373193e-04
1.247687400318978845e+00,1.472793690040830104e-04,1.602942828346739829e-04
1.249282296650717328e+00,1.461855521456482780e-04,1.602942828346739829e-04
1.250877192982455810e+00,1.450998588643847914e-04,1.602942828346739829e-04
1.252472089314194070e+00,1.440222288279744431e-04,1.587887288719587854e-04
1.254066985645932553e+00,1.429526021521769800e-04,1.572973157300799202e-04
1.255661881977671035e+00,1.418909193975015023e-04,1.572973157300799202e-04
1.257256778309409517e+00,1.408371215659023575e-04,1.558199105922674623e-04
1.258851674641148000e+00,1.397911500975027629e-04,1.543563818892252639e-04
1.260446570972886260e+00,1.387529468673384041e-04,1.543563818892252639e-04
1.262041467304624742e+00,1.377224541821287895e-04,1.543563818892252639e-04
1.263636363636363225e+00,1.366996147770713189e-04,1.529065992874128967e-04
1.265231259968101707e+00,1.356843718126575504e-04,1.514704336774397558e-04
1.266826156299839967e+00,1.346766688715167904e-04,1.514704336774397558e-04
1.268421052631578450e+00,1.336764499552786558e-04,1.500477571625670416e-04
1.270015948963316932e+00,1.326836594814632844e-04,1.486384430473179988e-04
1.271610845295055414e+00,1.316982422803913858e-04,1.486384430473179988e-04
1.273205741626793897e+00,1.307201435921190389e-04,1.472423658261951939e-04
1.274800637958532157e+00,1.297493090633935239e-04,1.472423658261951939e-04
1.276395534290270639e+00,1.287856847446350111e-04,1.458594011725036646e-04
1.277990430622009121e+00,1.278292170869358693e-04,1.458594011725036646e-04
1.279585326953747604e+00,1.268798529390875122e-04,1.404562223391195937e-04
1.281180223285486086e+00,1.259375395446255409e-04,1.314778092444410045e-04
1.282775119617224346e+00,1.250022245388973294e-04,1.302429121962334839e-04
1.284370015948962829e+00,1.240738559461539506e-04,1.302429121962334839e-04
1.285964912280701311e+00,1.231523821766598284e-04,1.290196138408277154e-04
1.287559808612439793e+00,1.222377520238276797e-04,1.290196138408277154e-04
1.289154704944178276e+00,1.213299146613720770e-04,1.290196138408277154e-04
1.290749601275916536e+00,1.204288196404844103e-04,1.290196138408277154e-04
1.292344497607655018e+00,1.195344168870309432e-04,1.278078052382315536e-04
1.293939393939393501e+00,1.186466566987690014e-04,1.278078052382315536e-04
1.295534290271131983e+00,1.177654897425849817e-04,1.278078052382315536e-04
1.297129186602870465e+00,1.168908670517538408e-04,1.339828403535914204e-04
1.298724082934608726e+00,1.160227400232174635e-04,1.339828403535914204e-04
1.300318979266347208e+00,1.151610604148829936e-04,1.339828403535914204e-04
1.301913875598085690e+00,1.143057803429437024e-04,1.339828403535914204e-04
1.303508771929824173e+00,1.134568522792161609e-04,1.339828403535914204e-04
1.305103668261562655e+00,1.126142290485007637e-04,1.327244149583559779e-04
1.306698564593300915e+00,1.117778638259595448e-04,1.314778092444410045e-04
1.308293460925039398e+00,1.109477101345129950e-04,1.314778092444410045e-04
1.309888357256777880e+00,1.101237218422594031e-04,1.302429121962334839e-04
1.311483253588516362e+00,1.093058531599100809e-04,1.290196138408277154e-04
1.313078149920254845e+00,1.084940586382443473e-04,1.290196138408277154e-04
1.314673046251993105e+00,1.076882931655851811e-04,1.290196138408277154e-04
1.316267942583731587e+00,1.068885119652917317e-04,1.278078052382315536e-04
1.317862838915470070e+00,1.060946705932703843e-04,1.266073784716649129e-04
1.319457735247208552e+00,1.053067249355065329e-04,1.266073784716649129e-04
1.321052631578947034e+00,1.045246312056113833e-04,1.266073784716649129e-04
1.322647527910685294e+00,1.037483459423902906e-04,1.242402438379873074e-04
1.324242424242423777e+00,1.029778260074270082e-04,1.242402438379873074e-04
1.325837320574162259e+00,1.022130285826854590e-04,1.242402438379873074e-04
1.327432216905900741e+00,1.014539111681324194e-04,1.230733251673326407e-04
1.329027113237639224e+00,1.007004315793736738e-04,1.219173667068469138e-04
1.330622009569377484e+00,9.995254794531150094e-05,1.219173667068469138e-04
1.332216905901115966e+00,9.921021870581660717e-05,1.219173667068469138e-04
1.333811802232854449e+00,9.847340260941968391e-05,1.196379196109326849e-04
1.335406698564592931e+00,9.774205871101781856e-05,1.196379196109326849e-04
1.337001594896331413e+00,9.701614636960062446e-05,1.196379196109326849e-04
1.338596491228069674e+00,9.629562524599030271e-05,1.185142279809135772e-04
1.340191387559808156e+00,9.629562524599030271e-05,1.174010905538050512e-04
1.341786283891546638e+00,9.539117464664620698e-05,1.098964355716081526e-04
1.343381180223285121e+00,9.449521904263116973e-05,1.048315007865518751e-04
1.344976076555023381e+00,9.449521904263116973e-05,1.048315007865518751e-04
1.346570972886761863e+00,9.402082198299142218e-05,1.028715022524396010e-04
1.348165869218500346e+00,9.354880655252290945e-05,1.028715022524396010e-04
1.349760765550238828e+00,9.307916079466395495e-05,1.028715022524396010e-04
1.351355661881977310e+00,9.261187281287917969e-05,1.019052881421936117e-04
1.352950558213715571e+00,9.214693077035827028e-05,1.000000000000000048e-04
1.354545454545454053e+00,9.168432288971444877e-05,1.000000000000000048e-04
1.356140350877192535e+00,9.122403745268825505e-05,1.000000000000000048e-04
1.357735247208931018e+00,9.076606279984897113e-05,1.000000000000000048e-04
1.359330143540669500e+00,9.031038733030081588e-05,1.078417396929039603e-04
1.360925039872407760e+00,8.985699950138756776e-05,1.088642402173062448e-04
1.362519936204146243e+00,8.940588782840148355e-05,1.088642402173062448e-04
1.364114832535884725e+00,8.895704088429164807e-05,1.088642402173062448e-04
1.365709728867623207e+00,8.851044729937470896e-05,1.088642402173062448e-04
1.367304625199361690e+00,8.806609576104702103e-05,1.078417396929039603e-04
1.368899521531099950e+00,8.762397501349740046e-05,1.078417396929039603e-04
1.370494417862838432e+00,8.762397501349740046e-05,1.068288429403216572e-04
1.372089314194576914e+00,8.680097234317461384e-05,1.068288429403216572e-04
1.373684210526315397e+00,8.598569967363345432e-05,1.058254597567369782e-04
1.375279106858053879e+00,8.598569967363345432e-05,1.058254597567369782e-04
1.376874003189792139e+00,8.598569967363345432e-05,1.048315007865518751e-04
1.378468899521530622e+00,8.555402319825729468e-05,1.048315007865518751e-04
1.380063795853269104e+00,8.512451388067697748e-05,1.038468775134350659e-04
1.381658692185007586e+00,8.469716084104819535e-05,1.038468775134350659e-04
1.383253588516746069e+00,8.427195325414688965e-05,1.038468775134350659e-04
1.384848484848484329e+00,8.384888034909516422e-05,1.038468775134350659e-04
1.386443381180222811e+00,8.342793140908864912e-05,1.019052881421936117e-04
1.388038277511961294e+00,8.300909577112433884e-05,1.019052881421936117e-04
1.389633173843699776e+00,8.259236282573168301e-05,1.019052881421936117e-04
1.391228070175438258e+00,8.217772201670251169e-05,8.598569967363345432e-05
1.392822966507176519e+00,8.176516284082475526e-05,8.598569967363345432e-05
1.394417862838915001e+00,8.135467484761594757e-05,8.598569967363345432e-05
1.396012759170653483e+00,8.094624763905781321e-05,8.517808440132844535e-05
1.397607655502391966e+00,8.053987086933467668e-05,8.517808440132844535e-05
1.399202551834130448e+00,8.013553424456914740e-05,8.437805460463763572e-05
1.400797448165868708e+00,7.973322752256328002e-05,8.437805460463763572e-05
1.402392344497607191e+00,7.898433820141082060e-05,8.358553903745894918e-05
1.403987240829345673e+00,7.824248277607287645e-05,8.358553903745894918e-05
1.405582137161084155e+00,7.824248277607287645e-05,8.358553903745894918e-05
1.407177033492822638e+00,7.824248277607287645e-05,8.358553903745894918e-05
1.408771929824560898e+00,7.750759518112541500e-05,8.280046712286478279e-05
1.410366826156299380e+00,7.677960997166016809e-05,8.280046712286478279e-05
1.411961722488037863e+00,7.646971319818970372e-05,8.202276894681638552e-05
1.413556618819776345e+00,7.616106722568358862e-05,8.202276894681638552e-05
1.415151515151514827e+00,7.585366700567686723e-05,8.125237525193892496e-05
1.416746411483253087e+00,7.554750751008094413e-05,8.125237525193892496e-05
1.418341307814991570e+00,7.524258373110156409e-05,8.125237525193892496e-05
1.419936204146730052e+00,7.493889068115680574e-05,8.125237525193892496e-05
1.421531100478468534e+00,7.463642339279576642e-05,7.973322752256328002e-05
1.423125996810206795e+00,7.433517691861658296e-05,7.973322752256328002e-05
1.424720893141945277e+00,7.403514633118652593e-05,7.973322752256328002e-05
1.426315789473683759e+00,7.373632672296088781e-05,7.973322752256328002e-05
1.427910685805422242e+00,7.343871320620211504e-05,7.898433820141082060e-05
1.429505582137160724e+00,7.314230091290151506e-05,7.898433820141082060e-05
1.431100478468898984e+00,7.284708499469739909e-05,7.898433820141082060e-05
1.432695374800637467e+00,7.255306062279817149e-05,7.898433820141082060e-05
1.434290271132375949e+00,7.187161056733710356e-05,7.898433820141082060e-05
1.435885167464114431e+00,7.119656098863210835e-05,7.750759518112541500e-05
1.437480063795852914e+00,7.119656098863210835e-05,7.750759518112541500e-05
1.439074960127591174e+00,7.119656098863210835e-05,7.750759518112541500e-05
1.440669856459329656e+00,7.052785177060781944e-05,7.750759518112541500e-05
1.442264752791068139e+00,6.986542336182588486e-05,7.677960997166016809e-05
1.443859649122806621e+00,6.986542336182588486e-05,7.677960997166016809e-05
1.445454545454545103e+00,6.958343353034613125e-05,7.605846231745612375e-05
1.447049441786283364e+00,6.930258186222719116e-05,7.534408799720549907e-05
1.448644338118021846e+00,6.902286376363038164e-05,7.534408799720549907e-05
1.450239234449760328e+00,6.874427465925804243e-05,7.534408799720549907e-05
1.451834130781498811e+00,6.846680999228024387e-05,7.534408799720549907e-05
1.453429027113237293e+00,6.819046522425829641e-05,7.534408799720549907e-05
1.455023923444975553e+00,6.791523583507204137e-05,7.534408799720549907e-05
1.456618819776714036e+00,6.764111732284537972e-05,7.463642339279576642e-05
1.458213716108452518e+00,6.736810520387205852e-05,7.393540548364288100e-05
1.459808612440191000e+00,6.709619501254385600e-05,7.393540548364288100e-05
1.461403508771929483e+00,6.682538230127560907e-05,7.393540548364288100e-05
1.462998405103667743e+00,6.655566264043400826e-05,7.324097184108029068e-05
1.464593301435406225e+00,6.628703161826441411e-05,7.324097184108029068e-05
1.466188197767144707e+00,6.601948484081883906e-05,7.255306062279817149e-05
1.467783094098883190e+00,6.478514122711523176e-05,7.187161056733710356e-05
1.469377990430621672e+00,6.478514122711523176e-05,7.187161056733710356e-05
1.470972886762359932e+00,6.478514122711523176e-05,7.119656098863210835e-05
1.472567783094098415e+00,6.478514122711523176e-05,7.119656098863210835e-05
1.474162679425836897e+00,6.357387571164829288e-05,7.052785177060781944e-05
1.475757575757575379e+00,6.357387571164829288e-05,7.052785177060781944e-05
1.477352472089313862e+00,6.331727973561604970e-05,7.052785177060781944e-05
1.478947368421052122e+00,6.306171942862494795e-05,6.986542336182588486e-05
1.480542264752790604e+00,6.280719061052280510e-05,6.986542336182588486e-05
1.482137161084529087e+00,6.255368911802836984e-05,6.986542336182588486e-05
1.483732057416267569e+00,6.230121080466475203e-05,6.986542336182588486e-05
1.485326953748006051e+00,6.204975154069081980e-05,6.920921677018049441e-05
1.486921850079744312e+00,6.179930721303400617e-05,6.920921677018049441e-05
1.488516746411482794e+00,6.154987372522249215e-05,6.920921677018049441e-05
1.490111642743221276e+00,6.130144699731893490e-05,7.393540548364288100e-05
1.491706539074959759e+00,6.105402296585326076e-05,7.393540548364288100e-05
1.493301435406698019e+00,6.080759758375633918e-05,7.255306062279817149e-05
1.494896331738436501e+00,6.056216682029384637e-05,7.255306062279817149e-05
1.496491228070174984e+00,6.031772666099978339e-05,7.255306062279817149e-05
1.498086124401913466e+00,6.007427310761214909e-05,7.255306062279817149e-05
1.499681020733651948e+00,6.007427310761214909e-05,7.255306062279817149e-05
1.501275917065390209e+00,5.895108507400270486e-05,7.119656098863210835e-05
