L,parratt_trace,kinematic_trace
5.889952153110044053e-01,1.314778092444410761e-02,3.016533805623097808e-01
5.905901116427428876e-01,1.290196138408277252e-02,3.016533805623097808e-01
5.921850079744812589e-01,1.242402438379872423e-02,2.960134710000499880e-01
5.937799043062197413e-01,1.219173667068469864e-02,2.823707270992572016e-01
5.953748006379582236e-01,1.207722655134462787e-02,2.744887757217142066e-01
5.969696969696965949e-01,1.196379196109326887e-02,2.693567534382573792e-01
5.985645933014350772e-01,1.196379196109326887e-02,2.618380674341415637e-01
6.001594896331734486e-01,1.174010905538050605e-02,2.474244553588842155e-01
6.017543859649119309e-01,1.130521141943977882e-02,2.405179762532499155e-01
6.033492822966504132e-01,1.098964355716081608e-02,2.405179762532499155e-01
6.049441786283887845e-01,1.058254597567369164e-02,2.382589262993236034e-01
6.065390749601272669e-01,1.019052881421936112e-02,2.338042810564146257e-01
6.081339712918656382e-01,9.906075629392972065e-03,2.251432942951668292e-01
6.097288676236041205e-01,9.720865138588805771e-03,2.188587600700926672e-01
6.113237639553426028e-01,9.449521904263107758e-03,1.633483507981373095e-01
6.129186602870809741e-01,9.185752805548254990e-03,1.602942828346739235e-01
6.145135566188194565e-01,9.014009942968718644e-03,1.602942828346739235e-01
6.161084529505578278e-01,8.762397501349741130e-03,1.587887288719587175e-01
6.177033492822963101e-01,8.680097234317452060e-03,1.572973157300798230e-01
6.192982456140347924e-01,8.680097234317452060e-03,1.529065992874129309e-01
6.208931419457731637e-01,8.598569967363346028e-03,1.472423658261951540e-01
6.224880382775116461e-01,8.437805460463763951e-03,1.391369961110153208e-01
6.240829346092500174e-01,8.202276894681647876e-03,1.352531974983534613e-01
6.256778309409884997e-01,7.824248277607279839e-03,1.290196138408277182e-01
6.272727272727269821e-01,7.605846231745611724e-03,1.278078052382315699e-01
6.288676236044653534e-01,7.393540548364288534e-03,1.254182266379491595e-01
6.304625199362038357e-01,7.255306062279816282e-03,1.242402438379872631e-01
6.320574162679422070e-01,7.119656098863211269e-03,1.207722655134462614e-01
6.336523125996806893e-01,6.986542336182587944e-03,1.196379196109327164e-01
6.352472089314190606e-01,6.855917355764603975e-03,1.152060827206428523e-01
6.368421052631575430e-01,6.727734625702834134e-03,8.598569967363345334e-02
6.384370015948960253e-01,6.478514122711529627e-03,8.598569967363345334e-02
6.400318979266343966e-01,6.417665086567087181e-03,8.598569967363345334e-02
6.416267942583728789e-01,6.417665086567087181e-03,8.437805460463763951e-02
6.432216905901112503e-01,6.357387571164828909e-03,8.437805460463763951e-02
6.448165869218497326e-01,6.238525681114844186e-03,8.048921743135244167e-02
6.464114832535882149e-01,6.064386680974027770e-03,7.605846231745608255e-02
6.480063795853265862e-01,5.895108507400270703e-03,7.187161056733717968e-02
6.496012759170650686e-01,5.730555477778551988e-03,6.855917355764606924e-02
6.511961722488034399e-01,5.570595696868664570e-03,6.855917355764606924e-02
6.527910685805419222e-01,5.364239956225905562e-03,6.855917355764606924e-02
6.543859649122804045e-01,5.263946605735425610e-03,6.791523583507208528e-02
6.559808612440187758e-01,5.117011505108637510e-03,6.539940098467149354e-02
6.575757575757572582e-01,5.021340499983290885e-03,6.179930721303394936e-02
6.591706539074956295e-01,4.927458222753616779e-03,5.895108507400267234e-02
6.607655502392341118e-01,4.835331230189040576e-03,4.526241319388087797e-02
6.623604465709725941e-01,4.789915685941838544e-03,4.483728882674180294e-02
6.639553429027109654e-01,4.744926704335556897e-03,4.358572378647117967e-02
6.655502392344494478e-01,4.700360278907436858e-03,4.197114523817271903e-02
6.671451355661878191e-01,4.612479258533458588e-03,4.197114523817271903e-02
6.687400318979263014e-01,4.483728882674180467e-03,4.197114523817271903e-02
6.703349282296646727e-01,4.358572378647117794e-03,4.118642516334209552e-02
6.719298245614031551e-01,4.236909428960685189e-03,3.891920267392945387e-02
6.735247208931416374e-01,4.118642516334209379e-03,3.712548459377026933e-02
6.751196172248800087e-01,4.041637673000108601e-03,3.643136217029991492e-02
6.767145135566184910e-01,3.966072562751214725e-03,3.575021751517486190e-02
6.783094098883568623e-01,3.891920267392947295e-03,3.475230431402300674e-02
