branch,bin,x_unit,x,valid,measured,background,net_measured,model_total,net_model
m1_minus,70,L_reciprocal_lattice_units,16.100000000000016,1,9.6089492274525625,2.0226395406722801,7.5863096867802824,9.6590323741951636,7.6363928335228834
m1_minus,71,L_reciprocal_lattice_units,16.300000000000011,1,5.5912593567365398,1.9123027200846623,3.6789566366518773,3.5239231801302147,1.6116204600455524
m1_minus,72,L_reciprocal_lattice_units,16.500000000000014,1,3.6223983119563385,1.7455726284039901,1.8768256835523485,1.9167029775553859,0.1711303491513958
m1_minus,73,L_reciprocal_lattice_units,16.70000000000001,1,2.4777497249609333,1.5720855850345863,0.90566413992634698,1.74698206717678,0.17489648214219367
m1_minus,74,L_reciprocal_lattice_units,16.900000000000013,1,4.7371298270878803,1.4121431823512696,3.3249866447366108,2.2536236444582887,0.8414804621070191
m1_plus,0,L_reciprocal_lattice_units,2.1000000000000001,1,27.45606852660606,24.105586097228009,3.3504824293780509,27.127320988087902,3.0217348908598929
m1_plus,1,L_reciprocal_lattice_units,2.3000000000000003,1,26.128946177767936,23.906983333324277,2.2219628444436594,24.34326938550544,0.43628605218116334
m1_plus,2,L_reciprocal_lattice_units,2.5000000000000004,1,25.674344798730431,23.693190054711469,1.9811547440189621,23.788951963762937,0.095761909051468308
m1_plus,3,L_reciprocal_lattice_units,2.7000000000000006,1,25.941063199237504,23.456430429620212,2.4846327696172921,23.569278752573023,0.11284832295281078
m1_plus,4,L_reciprocal_lattice_units,2.9000000000000008,1,25.484269328545878,23.211288584660874,2.2729807438850038,23.359832572802819,0.14854398814194525
m1_plus,5,L_reciprocal_lattice_units,3.100000000000001,1,25.899612137268321,22.948089519940222,2.9515226173280986,23.149030336538949,0.20094081659872742
m1_plus,6,L_reciprocal_lattice_units,3.3000000000000012,1,26.438917980524835,22.670114055348417,3.7688039251764174,22.947520463034401,0.27740640768598368
m1_plus,7,L_reciprocal_lattice_units,3.5000000000000013,1,27.864448679288088,22.382765715694205,5.4816829635938831,22.841619628593495,0.4588539128992899
m1_plus,8,L_reciprocal_lattice_units,3.7000000000000015,1,30.285170731091306,22.077883547765282,8.2072871833260237,24.798681349300484,2.7207978015352019
m1_plus,9,L_reciprocal_lattice_units,3.9000000000000017,1,40.838912942717805,21.766828856967408,19.072084085750397,38.235198439445696,16.468369582478289
m1_plus,10,L_reciprocal_lattice_units,4.1000000000000014,1,41.895354586203773,21.440071285806596,20.455283300397177,38.405347300953736,16.96527601514714
m1_plus,11,L_reciprocal_lattice_units,4.3000000000000025,1,33.869683865028676,21.106683757853936,12.76300010717474,25.156494925803493,4.0498111679495565
m1_plus,12,L_reciprocal_lattice_units,4.5000000000000018,1,39.714444695802854,20.760969155169665,18.953475540633189,25.070133285519962,4.3091641303502968
m1_plus,13,L_reciprocal_lattice_units,4.7000000000000028,1,80.174659366717393,20.408952796320076,59.765706570397313,64.214150850495315,43.805198054175236
m1_plus,14,L_reciprocal_lattice_units,4.9000000000000021,1,250.39787533286267,20.046385853100205,230.35148947976245,283.09324020889375,263.04685435579353
m1_plus,15,L_reciprocal_lattice_units,5.1000000000000032,1,285.08063940019088,19.679234196091016,265.40140520409989,279.42941078206115,259.75017658597017
m1_plus,16,L_reciprocal_lattice_units,5.3000000000000025,1,95.205861134498093,19.304976436499139,75.900884697998947,61.468219388322701,42.163242951823563
m1_plus,17,L_reciprocal_lattice_units,5.5000000000000036,1,43.122204987190401,18.922645037939727,24.199559949250673,22.710821481739885,3.7881764438001575
m1_plus,18,L_reciprocal_lattice_units,5.7000000000000028,1,31.751760417112564,18.538590316240125,13.213170100872439,19.927225857956692,1.3886355417165674
m1_plus,19,L_reciprocal_lattice_units,5.9000000000000039,1,27.197671463376793,18.148505217148426,9.0491662462283671,18.960998655708092,0.81249343855966671
m1_plus,20,L_reciprocal_lattice_units,6.1000000000000032,1,25.870136270402718,17.754407872820806,8.1157283975819112,18.281113295591261,0.52670542277045485
m1_plus,21,L_reciprocal_lattice_units,6.3000000000000043,1,22.871304414075325,17.358436927989992,5.5128674860853337,17.705520126423341,0.34708319843334934
m1_plus,22,L_reciprocal_lattice_units,6.5000000000000036,1,21.166925259259152,16.958659811940194,4.2082654473189578,17.23169738894056,0.27303757700036613
m1_plus,23,L_reciprocal_lattice_units,6.7000000000000046,1,20.287319447747954,16.558384046889113,3.7289354008588411,17.153019934526316,0.5946358876372031
m1_plus,24,L_reciprocal_lattice_units,6.9000000000000039,1,20.265245391375039,16.156059583282481,4.1091858080925583,18.187038783740668,2.0309792004581873
m1_plus,25,L_reciprocal_lattice_units,7.100000000000005,1,20.956844026420455,15.753439813042307,5.203404213378148,17.559588474443967,1.8061486614016591
m1_plus,26,L_reciprocal_lattice_units,7.3000000000000043,1,18.70184610531366,15.35094306305243,3.3509030422612298,15.691786109319432,0.34084304626700224
m1_plus,27,L_reciprocal_lattice_units,7.5000000000000053,1,17.993622201947993,14.947936421166574,3.0456857807814188,15.096031957341241,0.14809553617466698
m1_plus,28,L_reciprocal_lattice_units,7.7000000000000046,1,19.548879047735998,14.548031311546723,5.0008477361892751,16.122832235427413,1.5748009238806908
m1_plus,29,L_reciprocal_lattice_units,7.9000000000000057,1,22.93316518166133,14.146691970739278,8.7864732109220522,21.792140192545205,7.6454482218059265
m1_plus,30,L_reciprocal_lattice_units,8.100000000000005,1,21.955995956448028,13.749234383154459,8.2067615732935693,21.621147250865686,7.8719128677112273
m1_plus,31,L_reciprocal_lattice_units,8.300000000000006,1,15.959307379383912,13.351631688443389,2.607675690940523,15.24030961476009,1.8886779263167011
m1_plus,32,L_reciprocal_lattice_units,8.5000000000000053,1,14.249717226132066,12.959359494867901,1.2903577312641659,13.352860437293126,0.39350094242522538
m1_plus,33,L_reciprocal_lattice_units,8.7000000000000064,1,13.951805669344836,12.567438780999916,1.3843668883449194,12.850463127806517,0.28302434680660049
m1_plus,34,L_reciprocal_lattice_units,8.9000000000000057,1,13.662858723983305,12.181772824102296,1.481085899881009,12.493324608585018,0.31155178448272203
m1_plus,35,L_reciprocal_lattice_units,9.1000000000000068,1,14.382899681429016,11.796359571524581,2.5865401099044352,12.233979820277352,0.43762024875277028
m1_plus,36,L_reciprocal_lattice_units,9.300000000000006,1,15.251663797799075,11.416519588175372,3.8351442096237029,12.197890553302955,0.7813709651275822
m1_plus,37,L_reciprocal_lattice_units,9.5000000000000071,1,19.766234493452707,11.042056159867847,8.7241783335848595,14.073163592546406,3.0311074326785583
m1_plus,38,L_reciprocal_lattice_units,9.7000000000000064,1,40.157630233091723,10.669711750440783,29.48791848265094,37.537936483853258,26.868224733412475
m1_plus,39,L_reciprocal_lattice_units,9.9000000000000075,1,110.08493619609837,10.303345007452721,99.781591188645649,117.42492225329826,107.12157724584554
m1_plus,40,L_reciprocal_lattice_units,10.100000000000007,1,115.04067526225987,9.9415056623748548,105.09916959988502,114.85536668334963,104.91386102097478
m1_plus,41,L_reciprocal_lattice_units,10.300000000000008,1,40.74176527435808,9.5858665784448096,31.155898695913272,34.14584306771448,24.559976489269673
m1_plus,42,L_reciprocal_lattice_units,10.500000000000007,1,19.481094899340846,9.2336625883983974,10.247432310942449,12.491710366765457,3.2580477783670592
m1_plus,43,L_reciprocal_lattice_units,10.700000000000008,1,18.664364827635442,8.8886282462658901,9.7757365813695518,16.553229074927959,7.6646008286620688
