branch,bin,x,x_unit,net_measured_counts_per_pixel_area,net_model_counts_per_pixel_area,uncertainty_scale_counts_per_pixel_area,normalizing_pixel_area
m1_plus,56,11.300000000000001,L_reciprocal_lattice_units,3.2399927498248231,3.6703014464937653,0.92676708261144769,1581.8322423388745
m1_plus,57,11.5,L_reciprocal_lattice_units,1.4230214009904472,0.79062653110336145,0.88586433743712822,1632.8181537014896
m1_plus,58,11.700000000000001,L_reciprocal_lattice_units,1.1766071012622239,0.58218890265693279,0.84584337701306789,1687.3487143553664
m1_plus,59,11.9,L_reciprocal_lattice_units,0.72104154002888088,0.51894350337221329,0.8063319442772019,1745.7588352041746
m1_plus,60,12.100000000000001,L_reciprocal_lattice_units,1.0603253074858783,0.48738063870819598,0.76801518533412028,1808.4263757270271
m1_plus,61,12.300000000000001,L_reciprocal_lattice_units,0.9015559782479704,0.28538671696525836,0.73074151784891439,1875.7792761958874
m1_plus,62,12.5,L_reciprocal_lattice_units,1.1488639663528974,0.33543018060512581,0.69516273855565902,1948.304190883902
m1_plus,63,12.700000000000001,L_reciprocal_lattice_units,1.9338027623092608,1.7030092690595924,0.66169611526841488,2026.5570143010489
m1_plus,64,12.9,L_reciprocal_lattice_units,10.877403994634122,9.201855956344561,0.63350227620723154,2111.1758174105557
m1_plus,65,13.100000000000001,L_reciprocal_lattice_units,8.826674045510071,9.0716151099586675,0.60390799112207616,2202.8968835465175
m1_plus,66,13.300000000000001,L_reciprocal_lattice_units,1.4012682782313377,1.3660581072498652,0.57531730036553042,2302.5747761603816
m1_plus,67,13.5,L_reciprocal_lattice_units,0.74287240398545251,0.26847721879349479,0.55258899773969339,2411.2077160283552
m1_plus,68,13.700000000000001,L_reciprocal_lattice_units,0.50806505857324924,0.14217157789485457,0.53373487162502353,2529.9700466240092
m1_plus,69,13.9,L_reciprocal_lattice_units,0.71278838936335986,0.16471618904739169,0.51916838627714978,2660.2543071613832
m1_plus,70,14.100000000000001,L_reciprocal_lattice_units,0.87827451676562163,0.15452638058365648,0.50919086432771299,2803.7265517774777
m1_plus,71,14.300000000000001,L_reciprocal_lattice_units,0.383341068292402,0.053026930823030553,0.5042055858280392,2962.4002847214269
m1_plus,72,14.5,L_reciprocal_lattice_units,0.35093790855384532,0.039145871215507166,0.50540077974739128,3138.7371345160641
m1_plus,73,14.700000000000001,L_reciprocal_lattice_units,0.1868466070079598,0.038988842169426718,0.51358592922183588,3335.786906326161
m1_plus,74,14.9,L_reciprocal_lattice_units,0.13114345368072891,0.041329698853941332,0.53004252276759156,3557.3873318190863
m1_plus,75,15.100000000000001,L_reciprocal_lattice_units,0.27113727016152345,0.047056761633414081,0.55613997088822797,3808.4574571146195
m1_plus,76,15.300000000000001,L_reciprocal_lattice_units,0.28563815012618743,0.067116431985231609,0.59325436370960294,4095.4440051302245
m1_plus,77,15.5,L_reciprocal_lattice_units,0.22319062134459733,0.16697823022596531,0.64292358569567665,4427.0303427643967
m1_plus,78,15.700000000000001,L_reciprocal_lattice_units,1.0580637036277176,1.7787353459969755,0.70684798372161239,4815.3250081749202
m1_plus,79,15.9,L_reciprocal_lattice_units,12.222970257768164,12.428805347604934,0.78767316529826792,5277.9986370078432
m1_plus,80,16.100000000000001,L_reciprocal_lattice_units,10.931151235296657,12.072276545328263,0.88414224868547886,5842.5088260253833
m1_plus,81,16.300000000000001,L_reciprocal_lattice_units,0.61031425569558995,1.4877426785868963,0.99906528311560527,6555.6861031467697
m1_plus,82,16.5,L_reciprocal_lattice_units,0.0010177955270528108,0.36353323666448056,1.1357591298747158,7510.9125562834561
m1_plus,83,16.700000000000003,L_reciprocal_lattice_units,-0.027571596104960971,0.12364834038925041,1.2960232949556756,8969.937301212165
m1_plus,84,16.899999999999999,L_reciprocal_lattice_units,0.569241536197997,0.088782610907807397,1.6316113620843182,10485.271154833074
m3_minus,0,0.10000000000000001,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,1,0.30000000000000004,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,2,0.5,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,3,0.70000000000000007,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,4,0.90000000000000002,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,5,1.1000000000000001,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,6,1.3000000000000003,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,7,1.5,L_reciprocal_lattice_units,nan,nan,nan,0
m3_minus,8,1.7000000000000002,L_reciprocal_lattice_units,0.72845160455820845,0.14837624612476275,1.8513407176022847,217.86462938231261
m3_minus,9,1.8999999999999999,L_reciprocal_lattice_units,0.89572823606577689,0.17554613192852028,1.7296836137207994,1327.4976253339607
m3_minus,10,2.1000000000000001,L_reciprocal_lattice_units,1.2120357268853552,0.24656365833412128,1.7110012522293869,1567.486070523393
m3_minus,11,2.3000000000000003,L_reciprocal_lattice_units,1.5045895083089718,0.26802482853778004,1.6899567363411334,1621.9167479601638
m3_minus,12,2.5,L_reciprocal_lattice_units,1.4626621834810956,0.27137048112240786,1.6668397618726754,1647.1373131079195
m3_minus,13,2.7000000000000002,L_reciprocal_lattice_units,1.4508562335192323,0.30844445157139699,1.6419555476862191,1664.5861141851103
m3_minus,14,2.9000000000000004,L_reciprocal_lattice_units,2.6840904954247451,1.9416254810019633,1.6156907772873363,1679.550142033368
m3_minus,15,3.1000000000000001,L_reciprocal_lattice_units,2.4525609784121389,1.8486004516237082,1.5877600366262536,1693.8423813504601
m3_minus,16,3.3000000000000003,L_reciprocal_lattice_units,0.95887087500773438,0.25132196953858776,1.5584203259337994,1708.2303078326574
m3_minus,17,3.5,L_reciprocal_lattice_units,0.68643987106841575,0.099126594142577823,1.5283840746814454,1723.0936069456409
m3_minus,18,3.7000000000000002,L_reciprocal_lattice_units,0.27017483630148148,0.10853491818516753,1.4977344989613661,1738.6463219698578
m3_minus,19,3.9000000000000004,L_reciprocal_lattice_units,0.20499388072794258,0.15164715217385513,1.4669489330461185,1755.0244258303844
m3_minus,20,4.0999999999999996,L_reciprocal_lattice_units,0.23840322071800699,0.12477274015963428,1.4364094395603197,1772.3245692115897
m3_minus,21,4.3000000000000007,L_reciprocal_lattice_units,0.15944640581437194,0.16412270760711875,1.4065680478546567,1790.6228584096471
m3_minus,22,4.5,L_reciprocal_lattice_units,0.050660225447870882,0.080833290432056712,1.3779636958854871,1809.9846673768543
m3_minus,23,4.7000000000000011,L_reciprocal_lattice_units,-0.29046568080751006,0.12357483229009611,1.3511150047386669,1830.4701145165443
m3_minus,24,4.9000000000000004,L_reciprocal_lattice_units,-0.35705887100837375,0.086183726792356558,1.3266944692480536,1852.1373140633052
m3_minus,25,5.0999999999999996,L_reciprocal_lattice_units,-0.76106835723758082,0.11233157675634503,1.3051435636173168,1875.0444290000369
m3_minus,26,5.3000000000000007,L_reciprocal_lattice_units,-0.92560996441447807,0.10104144161248112,1.2870860022812189,1899.2510542595044
m3_minus,27,5.5,L_reciprocal_lattice_units,-0.97001216890327668,0.15404284368304358,1.2729350613558639,1924.8192161362906
m3_minus,28,5.7000000000000011,L_reciprocal_lattice_units,-0.12027697654038072,0.65605012596224566,1.2631697709810523,1951.8141495297766
m3_minus,29,5.9000000000000004,L_reciprocal_lattice_units,13.18189228999049,11.035750686920636,1.2602337117326394,1980.3049482833096
m3_minus,30,6.0999999999999996,L_reciprocal_lattice_units,9.6010219531231691,10.878481950398456,1.2583292892100473,2010.3651471824824
m3_minus,31,6.3000000000000007,L_reciprocal_lattice_units,-0.65473047531282536,0.7486623224356227,1.2593953804430003,2042.0732732751298
m3_minus,32,6.5,L_reciprocal_lattice_units,-1.5699454088916207,0.19356595979119159,1.2660829974843606,2075.5133920096096
m3_minus,33,6.7000000000000011,L_reciprocal_lattice_units,-1.8848245480716961,0.1292185048830525,1.2761443580649763,2110.7756665167053
m3_minus,34,6.9000000000000004,L_reciprocal_lattice_units,-2.1431351633250832,0.10313424906112001,1.2887535941658383,2147.9569441444405
m3_minus,35,7.0999999999999996,L_reciprocal_lattice_units,-1.9851884346826731,0.092802635020977187,1.3031384673131179,2187.1613819476815
m3_minus,36,7.3000000000000007,L_reciprocal_lattice_units,-2.2537609303104147,0.092472844429182924,1.3182142810956483,2228.5011215789141
m3_minus,37,7.5,L_reciprocal_lattice_units,-2.4148584536718616,0.10250721244038359,1.3330993141701561,2272.0970235411896
m3_minus,38,7.7000000000000011,L_reciprocal_lattice_units,-2.4351107894060013,0.12058286849617794,1.3468090218988433,2318.079470822805
m3_minus,39,7.9000000000000004,L_reciprocal_lattice_units,-2.4787771050227119,0.13942608691970354,1.3583486048713165,2366.589252408452
m3_minus,40,8.1000000000000014,L_reciprocal_lattice_units,-2.3952468764122794,0.153719956667587,1.3668335862560548,2417.7785379804254
m3_minus,41,8.3000000000000007,L_reciprocal_lattice_units,-2.4672992560279337,0.15498080577559598,1.3713909155772095,2471.8119562532161
m3_minus,42,8.5,L_reciprocal_lattice_units,-2.4169473937190706,0.15873049158477187,1.3713444862239503,2528.867790819314
m3_minus,43,8.6999999999999993,L_reciprocal_lattice_units,-2.299727536706627,0.16969439419600016,1.3660907306122678,2589.1393091315053
m3_minus,44,8.9000000000000004,L_reciprocal_lattice_units,-2.2788846745212639,0.22079597166777298,1.3551626254006905,2652.8362423403664
m3_minus,45,9.1000000000000014,L_reciprocal_lattice_units,-2.1117844080623334,0.22535772828775652,1.3383064609594426,2720.1864361817643
m3_minus,46,9.3000000000000007,L_reciprocal_lattice_units,-1.9274031099657016,0.28469414113618918,1.3153891187961118,2791.4376960257728
m3_minus,47,9.5,L_reciprocal_lattice_units,-1.9023972333540131,0.20766645298478234,1.2864483824959489,2866.8598526301389
