X,Gaussian,X,Lorentzian,X,Total
1.9,5.00116947992E-06,1.9,0.0369966410377,1.9,0.0370016422072
1.925,3.68378158397E-06,1.925,0.0360629339906,1.925,0.0360666177721
1.95,2.70259218408E-06,1.95,0.0351638850422,1.95,0.0351665876343
1.975,1.97483813144E-06,1.975,0.0342978120399,1.975,0.034299786878
2,1.43729804838E-06,2,0.0334631329339,2,0.0334645702319
2.025,1.04190113536E-06,2.025,0.0326583587645,2.025,0.0326594006657
2.05,7.5226443574E-07,2.05,0.0318820872123,2.05,0.0318828394767
2.075,5.40977114966E-07,2.075,0.0311329966594,2.075,0.0311335376365
2.1,3.87482060281E-07,2.1,0.0304098407173,2.1,0.0304102281994
2.125,2.76432213188E-07,2.125,0.0297114431796,2.125,0.0297117196118
2.15,1.96421962203E-07,2.15,0.0290366933627,2.15,0.0290368897847
2.175,1.39013117651E-07,2.175,0.0283845418016,2.175,0.0283846808147
2.2,9.79909268205E-08,2.2,0.0277539962691,2.2,0.02775409426
2.225,6.87987093603E-08,2.225,0.0271441180925,2.225,0.0271441868913
2.25,4.8110410293E-08,2.25,0.0265540187423,2.25,0.0265540668527
2.275,3.35090545114E-08,2.275,0.0259828566694,2.275,0.0259828901785
2.3,2.32460748112E-08,2.3,0.0254298343724,2.3,0.0254298576185
2.325,1.60620669595E-08,2.325,0.0248941956743,2.325,0.0248942117364
2.35,1.10539520608E-08,2.35,0.0243752231929,2.35,0.0243752342469
2.375,7.57701357451E-09,2.375,0.023872235989,2.375,0.023872243566
2.4,5.17300499332E-09,2.4,0.0233845873783,2.4,0.0233845925513
2.425,3.51764552891E-09,2.425,0.0229116628944,2.425,0.022911666412
2.45,2.38245986716E-09,2.45,0.0224528783909,2.45,0.0224528807734
2.475,1.6071760698E-09,2.475,0.0220076782723,2.475,0.0220076798795
2.5,1.07985555023E-09,2.5,0.0215755338431,2.5,0.021575534923
2.525,7.2265700378E-10,2.525,0.0211559417672,2.525,0.0211559424899
2.55,4.81684987653E-10,2.55,0.0207484226286,2.55,0.0207484231103
2.575,3.19785192469E-10,2.575,0.0203525195859,2.575,0.0203525199057
2.6,2.11454987293E-10,2.6,0.019967797114,2.6,0.0199677973255
2.625,1.39264960128E-10,2.625,0.0195938398269,2.625,0.0195938399661
2.65,9.1354538795E-11,2.65,0.0192302513746,2.65,0.019230251466
2.675,5.96874112889E-11,2.675,0.0188766534104,2.675,0.0188766534701
2.7,3.88418316239E-11,2.7,0.0185326846217,2.7,0.0185326846606
2.725,2.51756680098E-11,2.725,0.0181979998222,2.725,0.0181979998473
2.75,1.62527422633E-11,2.75,0.0178722690983,2.75,0.0178722691146
2.775,1.04504896043E-11,2.775,0.0175551770091,2.775,0.0175551770195
2.8,6.69284813332E-12,2.8,0.0172464218334,2.8,0.0172464218401
2.825,4.26923093221E-12,2.825,0.0169457148625,2.825,0.0169457148668
2.85,2.71239333161E-12,2.85,0.0166527797351,2.85,0.0166527797378
2.875,1.71640603311E-12,2.875,0.0163673518109,2.875,0.0163673518126
2.9,1.08181186558E-12,2.9,0.0160891775812,2.9,0.0160891775823
2.925,6.79121989058E-13,2.925,0.0158180141138,2.925,0.0158180141145
2.95,4.24627569952E-13,2.95,0.0155536285292,2.95,0.0155536285296
2.975,2.64443519091E-13,2.975,0.0152957975074,2.975,0.0152957975077
3,1.64029518966E-13,3,0.0150443068223,3,0.0150443068224
3.025,1.01338725596E-13,3.025,0.0147989509021,3.025,0.0147989509022
3.05,6.23581481397E-14,3.05,0.0145595324148,3.05,0.0145595324149
3.075,3.82186483952E-14,3.075,0.0143258618758,3.075,0.0143258618758
3.1,2.33303783958E-14,3.1,0.0140977572776,3.1,0.0140977572776
3.125,1.41851059853E-14,3.125,0.0138750437397,3.125,0.0138750437397
3.15,8.59028813469E-15,3.15,0.0136575531772,3.15,0.0136575531772
3.175,5.18140119654E-15,3.175,0.013445123987,3.175,0.013445123987
3.2,3.1127988316E-15,3.2,0.0132376007513,3.2,0.0132376007513
3.225,1.8625984289E-15,3.225,0.0130348339565,3.225,0.0130348339565
3.25,1.11007354709E-15,3.25,0.0128366797263,3.25,0.0128366797263
3.275,6.58944168133E-16,3.275,0.0126429995697,3.275,0.0126429995697
3.3,3.89591818093E-16,3.3,0.0124536601415,3.3,0.0124536601415
3.325,2.29422168431E-16,3.325,0.0122685330148,3.325,0.0122685330148
3.35,1.34562880976E-16,3.35,0.0120874944658,3.35,0.0120874944658
3.375,7.86103114663E-17,3.375,0.011910425269,3.375,0.011910425269
3.4,4.57402044078E-17,3.4,0.0117372105028,3.4,0.0117372105028
3.425,2.65082482402E-17,3.425,0.011567739365,3.425,0.011567739365
3.45,1.53012989612E-17,3.45,0.0114019049971,3.45,0.0114019049971
3.475,8.79710784441E-18,3.475,0.0112396043176,3.475,0.0112396043176
3.5,5.0375094667E-18,3.5,0.0110807378631,3.5,0.0110807378631
3.525,2.87313596366E-18,3.525,0.0109252096375,3.525,0.0109252096375
3.55,1.63215284044E-18,3.55,0.0107729269683,3.55,0.0107729269683
3.575,9.23484936458E-19,3.575,0.0106238003697,3.575,0.0106238003697
3.6,5.20430990834E-19,3.6,0.0104777434121,3.6,0.0104777434121
3.625,2.92119688198E-19,3.625,0.0103346725982,3.625,0.0103346725982
3.65,1.63313787324E-19,3.65,0.0101945072448,3.65,0.0101945072448
3.675,9.09387993981E-20,3.675,0.0100571693696,3.675,0.0100571693696
3.7,5.04359175174E-20,3.7,0.009922583584,3.7,0.009922583584
3.725,2.78608895896E-20,3.725,0.00979067699015,3.725,0.00979067699015
3.75,1.53290194892E-20,3.75,0.00966137908337,3.75,0.00966137908337
3.775,8.40036423737E-21,3.775,0.00953462165847,3.775,0.00953462165847
3.8,4.58507244635E-21,3.8,0.00941033872058,3.8,0.00941033872058
3.825,2.49263466635E-21,3.825,0.00928846639989,3.825,0.00928846639989
3.85,1.34969426661E-21,3.85,0.00916894287022,3.85,0.00916894287022
3.875,7.27908044775E-22,3.875,0.00905170827122,3.875,0.00905170827122
3.9,3.91004701216E-22,3.9,0.00893670463395,3.9,0.00893670463395
3.925,2.09195232506E-22,3.925,0.00882387580975,3.925,0.00882387580975
3.95,1.11477168814E-22,3.95,0.00871316740221,3.95,0.00871316740221
3.975,5.91676637963E-23,3.975,0.00860452670207,3.975,0.00860452670207
4,3.12785964442E-23,4,0.00849790262493,4,0.00849790262493
4.025,1.64692732711E-23,4.025,0.00839324565159,4.025,0.00839324565159
4.05,8.63706043553E-24,4.05,0.00829050777098,4.05,0.00829050777098
4.075,4.51150896771E-24,4.075,0.00818964242545,4.075,0.00818964242545
4.1,2.34715643243E-24,4.1,0.0080906044584,4.1,0.0080906044584
4.125,1.216260463E-24,4.125,0.00799335006403,4.125,0.00799335006403
4.15,6.27733761833E-25,4.15,0.00789783673927,4.15,0.00789783673927
4.175,3.22692393923E-25,4.175,0.00780402323761,4.175,0.00780402323761
4.2,1.65221406298E-25,4.2,0.00771186952484,4.2,0.00771186952484
4.225,8.42574368678E-26,4.225,0.00762133673664,4.225,0.00762133673664
4.25,4.27971172632E-26,4.25,0.00753238713786,4.25,0.00753238713786
4.275,2.16513576272E-26,4.275,0.00744498408341,4.275,0.00744498408341
4.3,1.09098830266E-26,4.3,0.00735909198075,4.3,0.00735909198075
4.325,5.47544471937E-27,4.325,0.00727467625391,4.325,0.00727467625391
4.35,2.73705199005E-27,4.35,0.00719170330885,4.35,0.00719170330885
4.375,1.36273383453E-27,4.375,0.00711014050027,4.375,0.00711014050027
4.4,6.75776950515E-28,4.4,0.00702995609968,4.4,0.00702995609968
4.425,3.33779803258E-28,4.425,0.00695111926469,4.425,0.00695111926469
4.45,1.64202996332E-28,4.45,0.00687360000956,4.45,0.00687360000956
4.475,8.04574835179E-29,4.475,0.00679736917682,4.475,0.00679736917682
4.5,3.92659542233E-29,4.5,0.00672239841002,4.5,0.00672239841002
4.525,1.90866720182E-29,4.525,0.00664866012747,4.525,0.00664866012747
4.55,9.24077954087E-30,4.55,0.00657612749707,4.55,0.00657612749707
4.575,4.45606330179E-30,4.575,0.00650477441198,4.575,0.00650477441198
4.6,2.14022009716E-30,4.6,0.00643457546725,4.6,0.00643457546725
4.625,1.02383475464E-30,4.625,0.00636550593738,4.625,0.00636550593738
4.65,4.87826784153E-31,4.65,0.0062975417546,4.65,0.0062975417546
4.675,2.3150786995E-31,4.675,0.00623065948802,4.675,0.00623065948802
4.7,1.09428443145E-31,4.7,0.00616483632359,4.7,0.00616483632359
4.725,5.15180036615E-32,4.725,0.00610005004467,4.725,0.00610005004467
4.75,2.4157510366E-32,4.75,0.00603627901343,4.75,0.00603627901343
4.775,1.12826123621E-32,4.775,0.00597350215283,4.775,0.00597350215283
4.8,5.24845531282E-33,4.8,0.00591169892934,4.8,0.00591169892934
4.825,2.43174305456E-33,4.825,0.00585084933617,4.825,0.00585084933617
4.85,1.12219468707E-33,4.85,0.0057909338772,4.85,0.0057909338772
4.875,5.15802064594E-34,4.875,0.00573193355143,4.875,0.00573193355143
4.9,2.36136046524E-34,4.9,0.00567382983796,4.9,0.00567382983796
4.925,1.07672759449E-34,4.925,0.00561660468156,4.925,0.00561660468156
4.95,4.89005498679E-35,4.95,0.00556024047866,4.95,0.00556024047866
4.975,2.21200439591E-35,4.975,0.00550472006393,4.975,0.00550472006393
5,9.96603877556E-36,5,0.00545002669722,5,0.00545002669722
